code,name,state,lat,lon,lat_raw,lon_raw,elevation_ft,mag_var,certification,utc_offset,has_fuel,fuel_types,avgas,mogas,jet_a1,jet_b,f34,fsii,jetplus,fuel_caveat,fuel_source,payment_methods,pay_carnet,pay_credit,pay_eftpos,pay_cash,pay_account,pay_app,pay_fuelcard,controlled,airspace_class,ctaf,frequencies,runway_count,runway_summary,handling_raw
YMER,MERIMBULA,NSW,-36.908611,149.901389,365431S,1495405E,8,14 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Carnet,True,False,False,False,False,False,False,False,,126.7,FIA 120.75,1,03/21,"Air BP: H24. Phone 0439 947 270 or 0439 955 458, AVGAS Carnet Card Swipe Bowser. JET A1 by
tanker, 60 MIN PN. AH call-out fee applies.
Ground handling agent - Merimbula Airport Handling, Phone 0439 955 458."
YMES,EAST SALE,VIC,-38.098889,147.149444,380556S,1470858E,23,13 E,MIL,+10,True,F34,False,False,False,False,True,False,False,False,handling_section,,False,False,False,False,False,False,False,True,,118.3,FIA 124.0; ACC 135.8; APP 123.3; ATIS 125.4; SMC 127.25; TWR 118.3,2,04/22 ; 09/27,"Limited GSE AVBL contact ESL ABOC for availability.
Air Movements (MIL) AVBL on 03 5169 9616 (HS) or 0429 162 671 (OT).
PN F34, O128, O149, O156, H515, S748, MMX45, PRESAIR, E1, E4, E5, E6, E7, E11, E12.
Provision of refuelling to ADF units outside of standard OPR HR is subject to direct cost recovery of
the service component (i.e. ex fuel cost) from the requesting unit.
Refuelling AVBL on 03 5169 8377 (HS) or 0460 937 607 (OT).
Aviation turbine fuel AVBL at East Sale contains synthetic blending components. ACFT not cleared
to use aviation turbine fuels with synthetic blending components produced IAW American Society
for Testing and Materials (ASTM) D7566 Annex A1 or A2, and certified to ASTM D1655 and
Defence Standard 91 091, must not upload fuel at East Sale."
YMET,MELVILLE WATER AERODROME,WA,-31.9775,115.841389,315839S,1155029E,,2 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,,FIA 135.25; APP 123.6; DEP 118.7,1,06/24 1000M,
YMFD,MANSFIELD,VIC,-37.066667,146.116667,370400S,1460700E,1050,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.4; CTAF 126.7,0,,
YMGB,MILINGIMBI,NT,-12.094444,134.893611,120540S,1345337E,53,3 E,CERT,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.5,FIA 123.4; CTAF 127.5,1,11/29,
YMGD,MANINGRIDA,NT,-12.056111,134.234167,120322S,1341403E,123,3 E,CERT,+9:30,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,line_scan,,False,False,False,False,False,False,False,False,,127.5,FIA 123.4,1,14/32 Sealed,BAC Fuel: PH 08 8979 6511 or 0436 669 384. JET A1 and AVGAS. AH $30
YMGI,MUNGINDI,NSW,-28.967222,149.053611,285802S,1490313E,600,10 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.95; CTAF 126.7,0,,
YMGT,MARGARET RIVER,WA,-33.930556,115.1,335550S,1150600E,374,3 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.25,FIA 124.9; CTAF 132.25,0,,
YMHB,HOBART,TAS,-42.836111,147.510278,425010S,1473037E,13,16 E,CERT,+10,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,True,"C, D, G",118.1,FIA 125.55; FIA 125.55; ACD 121.7; APP 125.55; ATIS 112.7/128.45; SMC 121.7; TWR 118.1,1,12/30 Grooved,"Air BP: Hobart Aviation Refuellers. 1900-1000 UTC DLY, AH call-out fee, 1HR PN.
Phone H24 03 6248 5713, Fax 03 6248 5715, email: enquiries@hobartaviationrefuellers.com.au.
JET A1 only.
ACFT marshalling is the responsibility of ACFT operators."
YMHL,MOUNT HOLLAND,WA,-32.108333,119.76,320630S,1194536E,1462,0 W,CERT,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.4,FIA 125.4,1,08/26,"Marshalling, parking allocation and ground handling services by prior arrangement with AD MGR."
YMHO,MOUNT HOUSE,WA,-17.051111,125.713333,170304S,1254248E,948,2 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.1; CTAF 126.7,0,,
YMHU,MCARTHUR RIVER MINE,NT,-16.443333,136.076667,162636S,1360436E,136,4 E,CERT,+9:30,True,JET A1,False,False,True,False,False,False,False,False,handling_section,"Carnet, EFTPOS",True,False,True,False,False,False,False,False,,126.7,FIA 128.5,1,06/24,"JET A1 AVBL. Contact ARO. Payment is by EFTPOS only (no carnet or other membership cards
accepted)."
YMHW,MOUNT HOWITT,QLD,-26.511111,142.283333,263040S,1421700E,345,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.8; CTAF 126.7,0,,
YMIA,MILDURA,VIC,-34.229167,142.085556,341345S,1420508E,167,9 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card, App, Fuel card",True,True,False,False,False,True,True,False,,118.8,FIA 122.1,2,09/27 Grooved; 18/36,"World Fuel Services (WFS): JET A1 and AVGAS tanker refueller and 24HR AVGAS carnet and
cardswipe bowser WFS cardswipe or V and MC via smartphone APP.
Attended 0530-1500 Local MON-FRI and 1300-1700 Local SAT/SUN. Call-out fee may apply AH.
Phone: 0409 736 530 Email: mildurawfs@gmail.com."
YMIG,MITTAGONG,NSW,-34.448333,150.503333,342654S,1503012E,1840,13 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.2,0,,
YMIO,MILL IRON,QLD,-23.323889,150.695833,231926S,1504145E,150,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.2,FIA 119.55; CTAF 132.2,1,16/34 Grass,
YMIT,MITCHELL,QLD,-26.483333,147.936667,262900S,1475612E,1134,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 126.0; CTAF 126.7,0,,
YMJM,MANJIMUP,WA,-34.254306,116.143139,341515.5S,1160835.3E,942,,,+8,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,"Carnet, Cash",True,False,False,True,False,False,False,False,,126.7,FIA 124.9,1,12/30,Air BP: H24. AVGAS card bowser. Air BP Carnet card or cash/cheque only. Phone 0428 711 269.
YMKT,EMKAYTEE,NT,-12.61,131.052778,123636S,1310310E,80,2 E,UNCR,+9:30,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,127.1,FIA 118.15; CTAF 127.1,1,07/25 Sealed,"AVGAS AVBL by credit card 24/7. Contact AD OPR for: tie-downs AVBL $7 per day or $42 per
week."
YMLD,MAITLAND (SA),SA,-34.392778,137.707222,342334S,1374226E,559,8 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.95; CTAF 126.7,0,,
YMLS,MILES,QLD,-26.806111,150.169722,264822S,1501011E,1002,10 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.35,FIA 123.95,1,04/22,
YMLT,LAUNCESTON,TAS,-41.545278,147.214167,413243S,1471251E,562,15 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,True,"D, G",118.7,FIA 123.8; FIA 123.8; APP 123.8; ATIS 112.6/134.75; TWR 118.7,1,14R/32L Grooved,"MOBIL - Avtas Fuels Pty Ltd: 0130-2130 Local (subject to change in line with airline schedules).
Phone 03 6391 8341, AH call-out fee applies with 1HR PN. AVGAS (tanker), JET A1 (tanker).
ACFT not refuelled on unpaved areas.
AD earthing points not AVBL."
YMMB,MELBOURNE/MOORABBIN,VIC,-37.975833,145.102222,375833S,1450608E,55,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card, App, Fuel card",True,True,False,False,False,True,True,True,"D, G",118.1,FIA 135.7; ATIS 120.9; SMC 134.25; TWR 118.1/123.0,5,04/22 Sealed; 13L/31R Sealed; 13R/31L Sealed; 17L/35R Sealed; 17R/35L Sealed,"World Fuel Services: Tysons Aerofuels: 2100-0800 UTC DLY. Phone 03 9580 2861, VHF 121.65 -
callsign “AEROFUELS”. H24 AVGAS bowser WFS carnet card, V and MC via Compac Pay
smartphone APP. AH 1HR PN Phone 0425 792 200, 0418 125 636. AVGAS, JET A1, O117, O125,
O156. Carnet, V, MC.
VIVA Energy Aviation: 2100-0800 UTC. AH call-out fee may apply. Phone 03 9587 4277. AVGAS
and JET A1. H24 AVGAS card bowser. VIVA Energy Aviation Fuel2Sky card, V, MC.
AVIA AVIATION: FBO Services. Phone 03 8677 7760 or email: admin@aviaaviation.com.au. H24
with PN, departure lounge, toilet/shower, WiFi, parking and hangarage AVBL. JET A1 and AVGAS,
all cards accepted.
General
AD OPR does not provide ACFT marshalling services."
YMMI,MURRIN MURRIN,WA,-28.705278,121.890556,284219S,1215326E,1535,1 E,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.8,FIA 118.4,1,03/21 Sealed,03 A Nil fuel AVBL.
YMML,MELBOURNE,VIC,-37.673333,144.843333,374024S,1445036E,434,12 E,CERT,+10,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,True,,,ACD 127.2; APP 132.0; ATIS 114.1/118.0; DEP 118.9/129.4; SMC 121.7; TWR 120.5,2,"09/27 Grooved; 16/34 Grooved, Concrete","BP: phone 0499 246 313.
Mobil: phone 03 8346 6901.
VIVA: 1900-1600 UTC DLY. Phone 03 9338 7156. JET A1 only.
Skytanking: 0500-0000 UTC DLY. Phone 0439 000 021. JET A1.
Melbourne Jet Base (MJB) - Full FBO services and VIP facilities for ACFT up to 400,000KG.
H24 with 2HR PN for Civil and MIL ACFT up to 50,000KG. Short/long-term hangarage (subject to
availability) and apron PRKG AVBL on private apron, direct ACFT and vehicle access. Over the
counter Customs, Immigration and Quarantine available H24 with PN. Apron Hangar located off
W2. Phone +61 3 8370 9640. Email: ops@melbournejetbase.com.au or
shane.collings@melbournejetbase.com.au. VHF 129.75 CS ‘Melbourne Jet Base’.
General
AD OPR does not provide ACFT marshalling services. All requests for ACFT marshalling should be
directed to the airlines or FBO (if applicable)."
YMMN,MILLMERRAN,QLD,-27.863333,151.275,275148S,1511630E,1312,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.2; CTAF 126.7,1,"13/31 1230M Sealed, Grass",
YMMO,MOAMA,NSW,-36.074444,144.764444,360428S,1444552E,310,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,119.1,FIA 126.8,1,16/34 850M Sand,
YMMU,MIDDLEMOUNT,QLD,-22.8025,148.704722,224809S,1484217E,547,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 128.55,1,11/29 Sealed,
YMND,MAITLAND (NSW),NSW,-32.704167,151.488889,324215S,1512920E,95,12 E,CERT,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,"Carnet, Credit card",True,True,False,False,False,False,False,False,,122.65,FIA 125.7,3,05/23 Sealed; 08/26 Sealed; 18/36,"Air BP - AVGAS H24 self-service bowser BP carnet card or credit card facility AVBL via Royal
Newcastle Aero Club office 0800-1600 Local. PH 02 4932 8888."
YMNE,MOUNT KEITH,WA,-27.286389,120.554722,271711S,1203317E,1792,1 E,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.5,FIA 118.95; UNICOM 126.5,1,11/29,No fuel AVBL.
YMNG,MANGALORE,VIC,-36.888333,145.184167,365318S,1451103E,467,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, App, Fuel card",True,False,False,False,False,True,True,False,,121.1,FIA 122.4,2,05/23 ; 18/36,"World Fuel Services: 24HR AVGAS bowser carnet card, MC and V via smartphone APP.
JET A1 not AVBL."
YMNK,MONKIRA,QLD,-24.818611,140.553333,244907S,1403312E,350,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,0,,
YMNY,MORNEY,QLD,-25.358333,141.433333,252130S,1412600E,340,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,0,,
YMOD,MODEWARRE,VIC,-38.260556,144.091944,381538S,1440531E,420,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,119.0,FIA 126.8; CTAF 119.0,2,03/21 650M Grass; 15/33 800M Grass,
YMOG,MOUNT MAGNET,WA,-28.116111,117.841667,280658S,1175030E,1354,0 W,CERT,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.8,2,04/22 Sand; 16/34,
YMOR,MOREE,NSW,-29.498889,149.844722,292956S,1495041E,701,11 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Carnet,True,False,False,False,False,False,False,False,,126.7,FIA 127.1,2,"01/19 ; 05/23 Sealed, Gravel","AIR BP - Austrek Aviation P/L: AVGAS H24 Cardswipe bowser (carnet operated). JET A1 tanker,
overwing and pressure refuelling. PN required for all non Air Transport Operation (ATO) ACFT.
No call-out fee. Phone 0418 651 081 or 02 6752 7266. Email: admin@austrekair.com.au. AVGAS,
JET A1, O125."
YMOU,MOURA,QLD,-24.611667,149.996389,243642S,1495947E,482,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 135.3; CTAF 126.7,0,,
YMPA,MINNIPA,SA,-32.843056,135.144444,325035S,1350840E,509,6 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.9; CTAF 126.7,0,,
YMPC,POINT COOK,VIC,-37.932222,144.753333,375556S,1444512E,14,12 E,MIL,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.2,FIA 135.7,3,"04/22 ; 08/26 Grass, Loam; 17/35 Grass",
YMRB,MORANBAH,QLD,-22.057778,148.0775,220328S,1480439E,770,8 E,CERT,+10,True,JET A1,False,False,True,False,False,False,False,False,handling_section,"Credit card, Fuel card",False,True,False,False,False,False,True,False,,127.5,FIA 128.55,1,16/34 Sealed,"VIVA Australia Aviation: RMILLS Pty Ltd. PH 0418 147 565. JET A1 AVBL year
round, Non RPT 12HR PN, AH call out fee will apply. Fuel2Sky and credit card (V
and MC)."
YMRE,MARREE,SA,-29.662778,138.065833,293946S,1380357E,164,7 E,UNCR,+9:30,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.8,FIA 121.2; CTAF 127.8,0,,"Both AVGAS and JET A1 in trucks AVBL, $3.00 per litre. Some oils AVBL. Contact Marree Hotel,
0800-1800 Local."
YMRG,MURGON,QLD,-26.252778,151.93,261510S,1515548E,1025,10 E,UNCR,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.6; CTAF 126.7,1,"12/30 Grass, Clay",Closest AVGAS H24 Cardswipe bowser at Kingaroy AD (YKRY).
YMRW,MORAWA,WA,-29.201389,116.021944,291205S,1160119E,902,1 W,CERT,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.8; CTAF 126.7,2,"09/27 Gravel, Sand; 15/33 Gravel, Sand",
YMRY,MORUYA,NSW,-35.8975,150.145556,355351S,1500844E,19,13 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Credit card, App, Fuel card",False,True,False,False,False,True,True,False,,132.05,FIA 120.75,2,04/22 ; 18/36,"World Fuel Services: H24 self-serve bowser JET A1, AVGAS, phone 0409 037 520, World Fuel
Services cards or V and MC via smartphone APP. Call-out fee applies."
YMSF,MOUNT SANFORD STATION,NT,-16.978333,130.555,165842S,1303318E,759,3 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.7; CTAF 126.7,0,,
YMTB,MUTTABURRA,QLD,-22.583333,144.533333,223500S,1443200E,753,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.1; CTAF 126.7,0,,
YMTG,MOUNT GAMBIER,SA,-37.745556,140.785278,374444S,1404707E,212,10 E,CERT,+9:30,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Credit card, App",False,True,False,False,False,True,False,False,,126.65,FIA 125.8; FREQ 120.3,3,06/24 ; 11/29 ; 18/36,"Stark Aviation: 0407 799 727. No text messages. AVGAS AVBL H24 self-serve Compac Pay APP
required for all credit card transactions (instructions on bowser). Flying Fuels local cards accepted.
JET A1 AVBL H24 via fuel truck PH 0407 399 285. Call-out fee $99 applies outside normal HR
(0800 - 1600 Local MON-FRI)."
YMTI,MORNINGTON ISLAND,QLD,-16.6625,139.178056,163945S,1391041E,33,5 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7,1,09/27 Sealed,No AVGAS/JET A1 AVBL.
YMTO,MONTO,QLD,-24.892222,151.101944,245332S,1510607E,757,10 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.1; CTAF 126.7,1,16/34 1310M Sealed,
YMUG,MUNGERANNIE,SA,-28.009167,138.656944,280033S,1383925E,194,7 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.8,FIA 119.5; CTAF 127.8,1,17/35 1288M,Fuel and transportation by prior arrangement.
YMUL,MURRAY FIELD,WA,-32.510278,115.833333,323037S,1155000E,56,2 W,UNCR,+8,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,119.1,FIA 135.25,2,05/23 1159M Sealed; 09/27 903M Gravel,"AVGAS AVBL for RACWA OPS. Non RACWA OPS AVBL by appointment 24HR PN. Not AVBL
MON."
YMUR,MURWILLUMBAH,NSW,-28.331111,153.413611,281952S,1532449E,18,12 E,UNCR,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.55,FIA 119.5,1,01/19 1045M Grass,AVGAS AVBL (AH by appointment). PH 02 6672 4545.
YMVM,MANGROVE MOUNTAIN GLIDING,NSW,-33.285,151.212778,331706S,1511246E,1020,13 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.1,FIA 124.55,2,07/25 Grass; 18/36 Grass,
YMWA,MULLEWA,WA,-28.475278,115.5175,282831S,1153103E,950,1 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.2; CTAF 126.7,0,,
YMYB,MARYBOROUGH (QLD),QLD,-25.513333,152.715,253048S,1524254E,38,11 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.55,FIA 124.6,2,12/30 Clay; 17/35 Sealed,
YMYU,MYRUP,WA,-33.789444,121.956944,334722S,1215725E,30,0 E,UNCR,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 133.2; CTAF 126.7,2,04/22 1300M Gravel; 14/32 900M Gravel,Nil fuel AVBL. Nearest fuel - YESP.
YNAN,NANANGO,QLD,-26.691667,151.986667,264130S,1515912E,1190,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.2,0,,
YNAP,NAPPA MERRIE,QLD,-27.558333,141.133333,273330S,1410800E,180,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.8; CTAF 126.7,0,,
YNAR,NARRANDERA,NSW,-34.702222,146.512222,344208S,1463044E,474,11 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,132.85,FIA 134.65,2,05/23 Gravel; 14/32,"Aero Refuellers - 24HR AVGAS bowser accepts Aero Refuellers Card, V and MC.
Phone 0413 003 808.
JET A1 not AVBL."
YNBR,NARRABRI,NSW,-30.319167,149.827222,301909S,1494938E,782,11 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Carnet,True,False,False,False,False,False,False,False,,126.7,FIA 127.1,2,"09/27 Clay, Sand; 18/36","Narrabri Aero Refuellers: JET A1 (overwing and pressure) and AVGAS
H24 CTC ARO 1HR PN. Aero Refuellers carnet, MC and V."
YNEP,NEPEAN AEROSPACE PARK,NSW,-33.727778,150.6825,334340S,1504057E,120,13 E,UNCR,+10,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.55; CTAF 126.7,0,,JET A1 AVBL for EMERG services only with prior approval required.
YNEY,NELLY BAY,QLD,-19.161944,146.853611,190943S,1465113E,10,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,118.3,FIA 120.55; CTAF 118.3,0,,
YNGU,NGUKURR,NT,-14.722778,134.7475,144322S,1344451E,45,3 E,CERT,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.6,1,11/29 Sealed,
YNGW,NAGAMBIE-WIRRATE,VIC,-36.783889,145.036944,364702S,1450213E,475,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,121.1,FIA 122.4; CTAF 121.1,1,"17/35 Sealed, Gravel",
YNHL,NHILL,VIC,-36.311111,141.644444,361840S,1413840E,455,10 E,CERT,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,"EFTPOS, Cash",False,False,True,True,False,False,False,False,,126.7,FIA 125.8; CTAF 126.7,2,09/27 ; 18/36 Sand,"Nhill Aero Club: AVGAS DLY HJ 1HR PN, AH 8HR PN. Call-out fees apply,
154° 1NM
cash, cheque or EFTPOS. Phone 0429 918 364 or 03 5391 1218 or
Nhill
0427 315 845."
YNKR,NACKEROO,NT,-15.576667,130.475,153436S,1302830E,439,2 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.6,0,,
YNOV,NOVA,WA,-31.845278,123.191944,315043S,1231131E,962,1 E,CERT,+8,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.75,1,06/24 Sealed,"1. Ground handling agents - contact AD OPR.
2. Fuel facilities - JET A1 Private fuel facilities - PPR."
YNPE,NORTHERN PENINSULA,QLD,-10.950833,142.459444,105703S,1422734E,34,5 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Credit card, Account",False,True,False,False,True,False,False,False,,126.5,FIA 120.3,1,13/31,"JET A1 and AVGAS credit card H24 self-service only, under wing JET A1 account only,
2200-0700 UTC MON-FRI. AH call-out fee applies, Phone AD Manager/ARO,
EMERG SAT Phone 0405 895 776."
YNRB,NAREMBEEN,WA,-32.116667,118.416667,320700S,1182500E,1000,1 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,0,,
YNRC,NARACOORTE,SA,-36.985278,140.725,365907S,1404330E,169,10 E,CERT,+9:30,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Credit card, App",False,True,False,False,False,True,False,False,,126.7,FIA 125.8; CTAF 126.7,2,02/20 Gravel; 08/26 Sealed,"Stark Aviation Pty Ltd: AVGAS AVBL H24. Compac Pay APP
required for all credit cards transactions (instructions on bowser),
Flying Fuels local card accepted. PH 0412 602 447.
Southern JET A1 Pty Ltd: AVBL H24 via prior arrangement.
Phone 0438 864 207."
YNRG,NARROGIN,WA,-32.93,117.08,325548S,1170448E,1080,2 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,134.0,FIA 125.4; CTAF 134.0,2,10/28 1250M Sealed; 18/36 1200M Sealed,
YNRH,NEWCASTLE REGIONAL HELIPORT,NSW,-32.879444,151.728611,325246S,1514343E,24,13 E,UNCR,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Account",True,False,False,False,True,False,False,False,,132.1,FIA 125.7,1,"(unnamed) Concrete, Grass","Aero Logistics Pty Ltd: 2200-0800 UTC DLY. Phone 02 4960 9322. JET A1/AVGAS. MC, V,
Aerologistics Carnet and authorised account holders accepted."
YNRM,NARROMINE,NSW,-32.214444,148.224722,321252S,1481329E,782,11 E,CERT,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,"Credit card, Account",False,True,False,False,True,False,False,False,,126.7,FIA 123.9,2,04/22 ; 11/29,"Inland Petroleum: AVGAS H24 self-service. Inland Petroleum account cards, V and MC accepted.
Phone 0428 607 372, 0417 260 031."
YNRV,RAVENSTHORPE,WA,-33.797222,120.208056,334750S,1201229E,209,0 W,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4,2,06/24 Sealed; 14/32 Gravel,Nil fuel AVBL.
YNSH,NOOSA,QLD,-26.423333,153.063333,262524S,1530348E,3,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 129.0,0,,
YNSM,NORSEMAN,WA,-32.209444,121.754444,321234S,1214516E,866,1 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 133.2,1,01/19 1419M Sealed,
YNTH,NORMANTON HELIPAD,QLD,-17.6775,141.068333,174039S,1410406E,70,5 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6; UNICOM 126.7; CTAF 126.7,0,,
YNTM,NORTHAM,WA,-31.625833,116.684444,313733S,1164104E,500,1 W,UNCR,+8,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,124.2,FIA 120.3,1,14/32 1248M Sealed,"VIVA Aviation: Dunnings Fuel. AVGAS H24 credit card bower, MON-FRI Phone 08 9622 1413,
AH 0438 035 328. JET A1 not AVBL."
